Date,SST,TimeIndex,Trend,Anomaly
2015-01-31,25.948685661204493,0,25.058023735433622,0.8906619257708712
2015-02-28,26.26053910789726,1,25.073323040350328,1.187216067546931
2015-03-31,26.792688860618426,2,25.088622345267034,1.7040665153513928
2015-04-30,26.958670216307095,3,25.10392165018374,1.8547485661233551
2015-05-31,25.723565540866968,4,25.119220955100445,0.6043445857665226
2015-06-30,24.990378830665705,5,25.13452026001715,-0.14414142935144625
2015-07-31,24.98252546233741,6,25.149819564933857,-0.16729410259644695
2015-08-31,24.125582844808033,7,25.16511886985056,-1.0395360250425263
2015-09-30,23.446664027138624,8,25.180418174767265,-1.733754147628641
2015-10-31,24.06924641595941,9,25.19571747968397,-1.126471063724562
2015-11-30,24.23270014976577,10,25.211016784600677,-0.9783166348349077
2015-12-31,24.99858204815173,11,25.226316089517383,-0.2277340413656539
2016-01-31,26.04846558089532,12,25.24161539443409,0.806850186461233
2016-02-29,25.75221340277152,13,25.256914699350794,0.4952987034207261
2016-03-31,26.045326984641846,14,25.2722140042675,0.7731129803743464
2016-04-30,26.326223934316403,15,25.287513309184206,1.0387106251321967
2016-05-31,25.61377511489144,16,25.30281261410091,0.31096250079052723
2016-06-30,25.411413218752394,17,25.318111919017618,0.09330129973477597
2016-07-31,24.189311378194876,18,25.333411223934323,-1.1440998457394471
2016-08-31,23.45536814488166,19,25.348710528851026,-1.8933423839693653
2016-09-30,24.42239396135013,20,25.36400983376773,-0.9416158724176
2016-10-31,23.963592550599316,21,25.379309138684437,-1.4157165880851217
2016-11-30,24.64675918103483,22,25.394608443601143,-0.7478492625663122
2016-12-31,24.816655347363355,23,25.40990774851785,-0.5932524011544942
2017-01-31,25.93560825472774,24,25.425207053434555,0.5104012012931847
2017-02-28,26.763575208787493,25,25.44050635835126,1.3230688504362327
2017-03-31,26.476577358947043,26,25.455805663267967,1.0207716956790769
2017-04-30,26.903098825619967,27,25.471104968184672,1.4319938574352946
2017-05-31,25.980332759326593,28,25.48640427310138,0.4939284862252151
2017-06-30,25.37071745806588,29,25.501703578018084,-0.13098611995220466
2017-07-31,24.513519035780508,30,25.51700288293479,-1.003483847154282
2017-08-31,24.96288157148826,31,25.532302187851496,-0.5694206163632352
2017-09-30,24.03241623615525,32,25.547601492768198,-1.5151852566129485
2017-10-31,23.83249937148048,33,25.562900797684904,-1.7304014262044234
2017-11-30,25.150446536269847,34,25.57820010260161,-0.42775356633176287
2017-12-31,25.09989783412924,35,25.593499407518316,-0.49360157338907484
2018-01-31,26.438587454808626,36,25.60879871243502,0.829788742373605
2018-02-28,26.13701879562055,37,25.624098017351727,0.5129207782688212
2018-03-31,26.6073810426255,38,25.639397322268433,0.9679837203570685
2018-04-30,27.033244784898258,39,25.65469662718514,1.3785481577131193
2018-05-31,26.71765553956119,40,25.669995932101845,1.0476596074593445
2018-06-30,25.75762294272809,41,25.68529523701855,0.07232770570954017
2018-07-31,24.90962303998588,42,25.700594541935256,-0.7909715019493753
2018-08-31,24.30320949171788,43,25.715893846851962,-1.4126843551340826
2018-09-30,23.648087002172357,44,25.731193151768665,-2.0831061495963077
2018-10-31,24.169326731973864,45,25.74649245668537,-1.5771657247115058
2018-11-30,24.838853735313563,46,25.761791761602076,-0.922938026288513
2018-12-31,26.21276485687412,47,25.777091066518782,0.43567379035533804
2019-01-31,26.694170004903015,48,25.792390371435488,0.9017796334675268
2019-02-28,26.41735145529627,49,25.807689676352194,0.6096617789440764
2019-03-31,27.4699697222117,50,25.8229889812689,1.6469807409428014
2019-04-30,27.002148050652988,51,25.838288286185605,1.1638597644673823
2019-05-31,26.35318077970955,52,25.85358759110231,0.4995931886072391
2019-06-30,26.135426818057358,53,25.868886896019017,0.26653992203834065
2019-07-31,25.569962834208464,54,25.884186200935723,-0.3142233667272585
2019-08-31,24.997843689868983,55,25.89948550585243,-0.9016418159834458
2019-09-30,24.10548946129918,56,25.914784810769135,-1.8092953494699557
2019-10-31,24.535260137260167,57,25.930084115685837,-1.39482397842567
2019-11-30,25.357295288527812,58,25.945383420602543,-0.5880881320747307
2019-12-31,26.381814689504406,59,25.96068272551925,0.4211319639851574
2020-01-31,26.56673366620642,60,25.975982030435954,0.5907516357704665
2020-02-29,27.249984599044744,61,25.99128133535266,1.2587032636920839
2020-03-31,27.09948281712028,62,26.006580640269366,1.092902176850913
2020-04-30,26.879378985456153,63,26.021879945186072,0.8574990402700813
2020-05-31,27.150640581058518,64,26.037179250102778,1.1134613309557402
2020-06-30,26.634932986218246,65,26.052478555019484,0.5824544311987623
2020-07-31,25.33043964884686,66,26.06777785993619,-0.7373382110893303
2020-08-31,25.22842547364822,67,26.083077164852895,-0.8546516912046762
2020-09-30,24.787511552876197,68,26.0983764697696,-1.3108649168934043
2020-10-31,24.60257785802751,69,26.113675774686307,-1.5110979166587981
2020-11-30,25.57102883043866,70,26.12897507960301,-0.557946249164349
2020-12-31,26.808491937510755,71,26.144274384519715,0.6642175529910403
2021-01-31,26.945753617969466,72,26.15957368943642,0.7861799285330449
2021-02-28,28.15178632430478,73,26.174872994353127,1.9769133299516533
2021-03-31,26.6957994373557,74,26.190172299269832,0.5056271380858668
2021-04-30,27.888303309107418,75,26.20547160418654,1.6828317049208792
2021-05-31,27.062129751665015,76,26.220770909103244,0.8413588425617711
2021-06-30,26.174514706872476,77,26.23607021401995,-0.061555507147474486
2021-07-31,25.5976286803621,78,26.251369518936656,-0.6537408385745564
2021-08-31,24.23366542091996,79,26.26666882385336,-2.033003402933403
2021-09-30,24.756669059991044,80,26.281968128770067,-1.5252990687790238
2021-10-31,25.205151460743167,81,26.297267433686773,-1.0921159729436063
2021-11-30,26.219308878400806,82,26.31256673860348,-0.09325786020267302
2021-12-31,26.187649895883816,83,26.32786604352018,-0.14021614763636592
2022-01-31,26.838367264725076,84,26.343165348436887,0.4952019162881882
